description,class,type,legitibility,faction
"The card named Stag Stag is a 3 cost, beast minion with 3 health and 3 attack, and includes the effects battlecry. The card text says: Battlecry: Reduce the Cost of your other Beasts by 4 in this minion.",Rogue,Minion,,
"The card named Revolver Terrorist is a 9 cost mech minion with 6 health and 6 attack, and includes the effects battlecry. The card text says: Battlecry: Shuffle a random card into your deck to gain Armor.",Rogue,Minion,,
"The card named Connoisseur of the Terror is a 4 cost monstrosity minion with 3 health and 4 attack, and includes the effects trigger visual. The card text says: After you summon a random minion, give it plus 2 dash plus 2.",Rogue,Minion,,
"The card named Blighty Mage is a 8 cost pirate minion with 5 health and 3 attack, and includes the effects battlecry. The card text says: Battlecry: If you've summoned a Card last turn, add a random Pirate to your hand.",Rogue,Minion,,
"The card named Ghost of Shadows is a 3 cost hero with 4 armor, and includes the effects deal damage, battlecry. The card text says: Battlecry: Add 2 random Dragons to your hand. They die after your hero attacks.",Rogue,Hero,2,0
"The card named The Shining Star is a 1 cost hero with 1 armor, and includes the effects battlecry. The card text says: Battlecry: Give the enemy minion plus 1 dash plus 1. When drawn, gain plus 1 dash plus 1, then gain plus 1 dash plus",Rogue,Hero,1,0
"The card named Myra, the Rafter is a 4 cost hero with 5 armor, and includes the effects battlecry. The card text says: Battlecry: If you 'Raccoon' an enemy minion, get it for your hand.",Rogue,Hero,1,0
"The card named Revolting Spirit is a 4 cost hero with 2 armor, and includes the effects battlecry. The card text says: Battlecry: Summon six 2 dash 2 Revolver. Give all enemies plus 2 dash plus 2.",Rogue,Hero,2,0
"The card named Potioning Monk is a 6 cost hero with 9 armor, and includes the effects battlecry. The card text says: Battlecry: Summon two 4 dash 4 Imps; then add a card to your hand.",Rogue,Hero,2,0
"The card named Rogue Mechanic is a 1 cost weapon with 2 attack and 4 durability, and includes the effects battlecry. The card text says: Battlecry: If you control a Secret, the next spell you cast is 1 plus",Rogue,Weapon,2,1
"The card named O'Taylor-Dum-E-Rap is a 1 cost weapon with 2 attack and 2 durability, and includes the effects trigger visual. The card text says: After a minion dies, create a copy of it. Then use it.",Rogue,Weapon,2,1
"The card named Resonant Weapon is a 2 cost weapon with 4 attack and 2 durability, and includes the effects deathrattle. The card text says: Deathrattle: Summon an 8 dash 8 Elemental with Taunt.",Rogue,Weapon,2,1
"The card named Ghoul Rune is a 5 cost weapon with 4 attack and 2 durability, and includes the effects battlecry. The card text says: Battlecry: Give a random friendly minion plus 2 dash plus 2. When it dies, make a copy of it.",Rogue,Weapon,2,1
The card named Stitched Intruder is a 3 cost weapon with 3 attack and 2 durability. The card text says: Destroy a random enemy minion.,Rogue,Weapon,2,1
"The card named Imprisoned Pupil is a 1 cost weapon with 1 attack and 3 durability, and includes the effects battlecry. The card text says: Battlecry: The next enemy's Warlock costs (1) less! Gain plus 2 Attack.",Rogue,Weapon,,
"The card named Rust Killer is a 2 cost weapon with 2 attack and 3 durability, and includes the effects trigger visual. The card text says: At the end of your turn, add 2 3 dash 1 Fireballs to your hand.",Rogue,Weapon,,
"The card named Babel Whisper is a 1 cost weapon with 1 attack and 1 durability, and includes the effects aura, trigger visual. The card text says: Your Hero Power costs (1) less.",Rogue,Weapon,,
"The card named Slave's Totem is a 5 cost weapon with 3 attack and 2 durability, and includes the effects trigger visual. The card text says: After this attacks, give your hero plus 2 Attack this turn.",Rogue,Weapon,,
"The card named Assassins' Shield is a 4 cost weapon with 2 attack and 3 durability, and includes the effects trigger visual. The card text says: After a friendly minion attacks, unleash a 1 dash 1 Deathrattle, then gain plus 1 dash plus 1.",Rogue,Weapon,,
"The card named Spotlight Rifle is a 2 cost weapon with 3 attack and 2 durability, and includes the effects trigger visual. The card text says: At the end of your turn, draw a card. If it's a Star Wars minion, summon one.",Rogue,Weapon,,
"The card named Slug Gun is a 9 cost weapon with 5 attack and 2 durability, and includes the effects deal damage, battlecry. The card text says: Battlecry: Deal 1 damage to a random enemy and cost (0) if you have 2 or more Armor.",Rogue,Weapon,,
"The card named Avatar is a 2 cost weapon with 3 attack and 3 durability, and includes the effects trigger visual. The card text says: After you play a Rust minion, boost your hand speed by (1).",Rogue,Weapon,,
"The card named Ghost Relic is a 9 cost weapon with 3 attack and 5 durability. The card text says: ""Resummon two 1 dash 1 copies of each enemy minion.",Rogue,Weapon,,
"The card named Rugged Arrow is a 7 cost weapon with 1 attack and 0 durability, and includes the effects deal damage, trigger visual. The card text says: After you draw a card, deal 3 damage to all minions.",Rogue,Weapon,,
"The card named Cannon is a 9 cost weapon with 4 attack and 8 durability, and includes the effects trigger visual. The card text says: At the start of your turn, give a random minion in your hand plus 1 dash plus 2.",Rogue,Weapon,,
"The card named X-Stalker is a 8 cost weapon with 7 attack and 3 durability, and includes the effects trigger visual. The card text says: At the end of your turn, give a minion in your hand plus 1 dash plus 1.",Rogue,Weapon,,
"The card named Steel-Filled Weapon is a 4 cost weapon with 4 attack and 3 durability, and includes the effects trigger visual. The card text says: After a friendly minion dies, take damage.",Rogue,Weapon,,
"The card named Templar Offensive is a 2 cost weapon with 3 attack and 2 durability, and includes the effects trigger visual. The card text says: After your opponent plays a minion, summon a 2 dash 2 Dot with Taunt.",Rogue,Weapon,,
"The card named Intense Aura is a 5 cost weapon with 6 attack and 3 durability, and includes the effects battlecry. The card text says: Battlecry: Summon a random random card from your opponent's deck.",Rogue,Weapon,,
"The card named Gone to War is a 3 cost holy spell , and includes the effects secret. The card text says: Secret: When you play a Paladin, get a copy of it.",Paladin,Spell,2,1
"The card named Fight for Soul is a 7 cost fel spell , and includes the effects deal damage, trigger visual, reverse effects, discover. The card text says: Deal 5 damage to any friendly minion. (Upgrades the Damage to 1 afterwards.)",Paladin,Spell,1,0
The card named Incense is a 5 cost frost spell . The card text says: Transform a minion into a 2 dash 2 Unfortunate with Taunt and Blood.,Paladin,Spell,1,0
"The card named Ping-Pong is a 2 cost spell , and includes the effects secret. The card text says: Secret: A random minion sent to the beginning of the turn loses its Health.",Paladin,Spell,1,0
"The card named Freezing Crystals is a 2 cost spell , and includes the effects secret. The card text says: Secret: When you play a minion, draw a card.",Paladin,Spell,2,0
"The card named Power Frog is a 3 cost shadow spell , and includes the effects deal damage. The card text says: Deal 3 damage. Once taken, deal 2 damage to all minions.",Paladin,Spell,,
"The card named Divine Shield is a 2 cost holy spell , and includes the effects discovery. The card text says: Discover a Secret from your deck. If it's a minion, give it plus 2 dash plus 2.",Paladin,Spell,,
The card named Insect Kill is a 10 cost frost spell . The card text says: Give a minion plus 4 dash plus 4. This cost (2) less for each minion.,Paladin,Spell,,
The card named Devour is a 2 cost holy spell . The card text says: The next spell you play costs (2) less than the next one you played this turn.,Paladin,Spell,,
The card named Bloodshed is a 2 cost holy spell . The card text says: Give a minion Quickdraws.,Paladin,Spell,,
"The card named Imprisoned Secrets is a 5 cost spell . The card text says: Give a minion plus 1 dash plus 1, then put a random friendly minion on its board.",Paladin,Spell,,
"The card named Warped Soul is a 1 cost spell , and includes the effects discover. The card text says: Discover a spell, summon it. Discover a Mana Crystal.",Paladin,Spell,,
"The card named Unchain the Lies is a 1 cost nature spell , and includes the effects deal damage. The card text says: Deal 1 damage to a minion. If it's a 3 dash 4 Ghoul, summon a copy of it.",Paladin,Spell,,
"The card named Pharaoh's Secret is a 2 cost spell , and includes the effects secret. The card text says: Secret: When your hero attacks a minion, give it plus 1 dash plus 1.",Paladin,Spell,,
"The card named Assault is a 9 cost spell , and includes the effects deal damage, stealth. The card text says: Shuffle an enemy minion into your deck and turn it into a random creature.",Paladin,Spell,,
"The card named Ancient Strike is a 9 cost spell . The card text says: Give a minion plus 5 dash plus 5. When it dies, give its minions plus 5 Attack this turn.",Paladin,Spell,,
"The card named Resurrect is a 1 cost shadow spell , and includes the effects deathrattle. The card text says: Summon three 1 dash 1 Magiks with Taunt for each Knight.",Paladin,Spell,,
"The card named Isolate Them is a 3 cost shadow spell , and includes the effects secret. The card text says: Secret: When you play a Paladin, summon a 1 dash 1 Imolate.",Paladin,Spell,,
"The card named Sword of Fire is a 1 cost holy spell , and includes the effects deal damage. The card text says: Deal 2 damage. Deal 1 damage.",Paladin,Spell,,
"The card named Grizzle is a 1 cost holy spell , and includes the effects deal damage, deal damage. The card text says: Deal 2 damage to an enemy minion. Add a copy of it to your hand.",Paladin,Spell,,
"The card named Three Bodies is a 3 cost spell , and includes the effects accidental damage. The card text says: Your next spell costs (2) less.",Paladin,Spell,,
"The card named The Oasis is a 1 cost frost spell , and includes the effects discover. The card text says: Discover a Paladin card that costs (1) less.",Paladin,Spell,,
The card named Ancients' Power is a 1 cost holy spell . The card text says: Give a minion plus 1 dash plus 1.,Paladin,Spell,,
The card named Revel is a 6 cost spell . The card text says: Give your minions plus 4 dash plus 4. Destroy your enemy minions.,Paladin,Spell,,
"The card named Soul's Glide is a 4 cost holy spell , and includes the effects deal damage. The card text says: Deal 3 damage. Draw one more card.",Paladin,Spell,,
"The card named Asher is a 6 cost holy spell . The card text says: Summon two 1 dash 1 Pirates. They attack randomly divided decks, get Freeze, and return each side.",Paladin,Spell,,
