description,faction_code,type,legitibility,faction,henry,sam,eli,viktor,Abraham,"Scoring format
legibility/faction/comedy"
"The card named Deuce Snare is a 1 cost asset with the subtypes asset, value, value. It has an influence requirement of 1. It has a trash cost of 2. The card text says As an additional cost to play this asset, take 1 tag. If successful, if You kill one of your cards, you may install 1 tag",nbn,asset,,,,,,,,
"The card named Slur is a 1 cost asset with the subtypes damage. It has an influence requirement of 1. It has a trash cost of 3. The card text says As an additional cost to play the Runner card, spend click.",nbn,asset,2,1,,,,2/1/1,,
The card named Big Data Connection is a 5 cost asset with the subtypes . It has an influence requirement of 4. It has a trash cost of 2. The card text says Search Research for a piece of ice that was recently damaged by a subroutine. Search Research for ice.,nbn,asset,,,,,,,,
"The card named P.C.P. is a 6 cost upgrade with the subtypes . It has an influence requirement of 3. It has a trash cost of 3. The card text says Whenever the Runner encounters an agenda, gain 10 credits.",nbn,upgrade,3,1,,,,,,
"The card named Invisibility is a 6 cost upgrade with the subtypes . It has an influence requirement of 4. It has a trash cost of 2. The card text says The first time each turn you make a successful run on headquarters, this Upgrade cost increases by 2.",nbn,upgrade,1,0,,,,,,
The card named Remaining Star is a 1 cost upgrade with the subtypes network. It has an influence requirement of 2. It has a trash cost of 1. The card text says click: Play as 0 credits on this upgrade. Only click if this unit has at least 2 credits.,nbn,upgrade,0,0,,,,,,
The card named Prodigal is a 3 cost upgrade with the subtypes upgrade. It has an influence requirement of 1. It has a trash cost of 4. The card text says The Runner cannot trash a card from headquarters after entering the lab.,nbn,upgrade,2,0,,,,,,
"The card named Asher is a 2 cost upgrade with the subtypes power. It has an influence requirement of 2. It has a trash cost of 2. It has a trash cost of 3. The card text says When your turn begins, you may trash as many cards as you can access. click: Subroutine",nbn,upgrade,1,0,,,,,,
"The card named NBN Access is a 2 cost upgrade with the subtypes network. It has an influence requirement of 3. It has a trash cost of 3. The card text says When you install this upgrade, shuffle 1 tag from your grip. Tap, and trash 1 tag. Subroutine Whenever there are 3 or more tag",nbn,upgrade,,,,,,,,
"The card named The White Box is a 0 cost upgrade with the subtypes gateway. It has an influence requirement of 1. It has a trash cost of 5. The card text says When you install this upgrade, draw 1 card from headquarters or a cabinet. When your turn begins, trash",nbn,upgrade,,,,,,,,
"The card named Alastair Leo is a 3 cost upgrade with the subtypes environment. It has an influence requirement of 1. It has a trash cost of 5. The card text says If the Runner is tagged, trash this upgrade.",nbn,upgrade,,,,,,,,
"The card named Invasion is a 5 cost upgrade with the subtypes . It has an influence requirement of 3. It has a trash cost of 4. The card text says Once every turn you rez a card, you may rez 1 card. If this rez cost were surpassed, you must pay an additional cost to gain 1 credit. If the",nbn,upgrade,,,,,,,,
"The card named Cage X-1 is a 2 cost upgrade with the subtypes meta. It has an influence requirement of 0. It has a trash cost of 3. The card text says When your turn begins, take 1 installed device. When you take 1 installed PC from headquarters to headquarters to gain use of Cage X-1.",nbn,upgrade,,,,,,,,
"The card named Nog: Slayer is a 1 cost upgrade with the subtypes upgrade. It has an influence requirement of 2. It has a trash cost of 4. The card text says If you do not have any subroutines on nog: Build a ship, if there is nbn inside, you may trash 1 card.",nbn,upgrade,,,,,,,,
The card named Roaring Eagle is a 3 cost upgrade with the subtypes network. It has an influence requirement of 2. It has a trash cost of 1. The card text says Play only if the Runner possesses 1 or more virus cards. Play only,nbn,upgrade,,,,,,,,
"The card named Genie is a 2 cost upgrade with the subtypes power. It has an influence requirement of 1. It has a trash cost of 2. The card text says Whenever an agenda is stolen from your grip, you may add the",nbn,upgrade,,,,,,,,
The card named Stape is a 3 cost upgrade with the subtypes . It has an influence requirement of 3. It has a trash cost of 4. The card text says The Runner is allowed 1 license.,nbn,upgrade,,,,,,,,
"The card named Osage Mansion is a 2 cost upgrade with the subtypes connection. It has an influence requirement of 2. It has a trash cost of 3. The card text says This card costs 2 credits unless the Runner trashes at least 2 cards from their grip. If left unattended, then trash all card subroutines.",nbn,upgrade,,,,,,,,
The card named The Runner is a 2 cost operation with the subtypes run. It has an influence requirement of 3. The card text says Take 3 credits during each run you are displaying. Limit 1 per run.,nbn,operation,1,1,,,,,,
"The card named Change Project is a 2 cost operation with the subtypes . It has an influence requirement of 3. It has a trash cost of 3. The card text says click: Place 2 power counters on Change Project, 1 credit: Break one subroutine.",nbn,operation,0,0,,,,,,
"The card named Business Inclusion is a 0 cost operation with the subtypes run. It has an influence requirement of 2. The card text says When you install this operation, trash 2 of the",nbn,operation,1,0,,,,,,
The card named Interrupt is a 2 cost operation with the subtypes run. It has an influence requirement of 0. The card text says Run test: Play only if the Runner is tagged. Only the Runner has 1 installed card. A piece of ice protects this operation.,nbn,operation,1,1,,,,,,
"The card named Smear is a 4 cost operation with the subtypes run. It has an influence requirement of 3. The card text says The first time each turn you make a successful run on a server, draw 1 card.",nbn,operation,1,1,,,,,,
The card named Prototype is a 10 cost operation with the subtypes trap. It has an influence requirement of 4. It has a trash cost of 3. The card text says Click: Subroutine Put 1 piece of hardware on Prototype when it is installed.,nbn,operation,,,,,,,,
The card named Troll Traffic is a 3 cost operation with the subtypes . It has an influence requirement of 3. The card text says click: Break down and trash Troll Traffic. To disable Total Traffic Traffic the Runner has 1 memory units. To remove it and to trash it the Runner trashes that memory units.,nbn,operation,,,,,,,,
"The card named New Building Syndrome is a 0 cost operation with the subtypes . It has an influence requirement of 2. It has a trash cost of 2. The card text says If you have more than 1 lb of garbage, discard it and put it to the side.",nbn,operation,,,,,,,,
"The card named Countdown is a 0 cost operation with the subtypes operation. It has an influence requirement of 2. The card text says Searching for cards with more than 1,200 characters per turn on",nbn,operation,,,,,,,,
"The card named Terrorism is a 0 cost operation with the subtypes . It has an influence requirement of 2. The card text says when you install this operation, spend 1 memory units after you created it. If successful, trash Terrorism. Whenever a run on a network fails, trash Terrorism",nbn,operation,,,,,,,,
"The card named ""New York's Got Talent"" is a 2 cost operation with the subtypes . It has an influence requirement of 2. The card text says Each completed run is trashed or trashed. If successful, you may pay 2 credits.",nbn,operation,,,,,,,,
"The card named Crush is a 2 cost operation with the subtypes . It has an influence requirement of 2. The card text says Click: Run the Runner. If successful, when",nbn,operation,,,,,,,,
"The card named Sniper is a 4 cost operation with the subtypes run. It has an influence requirement of 2. The card text says Run an investigation against a computer. Once successful after the run, you can run the Runner",nbn,operation,,,,,,,,
"The card named 'Iron Man' is a 0 cost operation with the subtypes . It has an influence requirement of 1. The card text says When you score this operation, gain 8 credits with the subtypes network.",nbn,operation,0,0,,,,0/0/0,,
"The card named Stack the Cloud is a 5 cost operation with the subtypes connection. It has an influence requirement of 6. The card text says When you score Stack the Cloud as a server, trash 1 card. If its deleted from the game, trash 1 card. The Corp loses 3 credits. Trash 1 more card.",nbn,operation,,,,,,,,
